NAME	TITLE	SCORE	
LAMA4	laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]	0.11647833	
HTRA1	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	0.11641243	
SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]	0.11632932	
SUMF2	sulfatase modifying factor 2 [Source:HGNC Symbol;Acc:HGNC:20415]	0.11619962	
HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196]	0.11604973	
TTC9B	tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:HGNC:26395]	0.115905344	
MMAB	metabolism of cobalamin associated B [Source:HGNC Symbol;Acc:HGNC:19331]	0.115837395	
PDIA6	protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]	0.11549773	
ZNF23	zinc finger protein 23 [Source:HGNC Symbol;Acc:HGNC:13023]	0.115396224	
SERPINB8	serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]	0.11532168	
NTRK1	neurotrophic receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:8031]	0.11530881	
GALNT2	polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]	0.115269706	
YBX1	Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]	0.11520757	
EXOSC8	exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]	0.11509026	
HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]	0.11508618	
TRABD2A	TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013]	0.114667356	
GNAS	GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]	0.11458337	
ARTN	artemin [Source:HGNC Symbol;Acc:HGNC:727]	0.11456311	
PTPN1	protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]	0.11445158	
MYDGF	myeloid derived growth factor [Source:HGNC Symbol;Acc:HGNC:16948]	0.114366814	
TIRAP	TIR domain containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:17192]	0.11426849	
SPINK8	serine peptidase inhibitor, Kazal type 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33160]	0.11418835	
GLYAT	glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]	0.114078775	
SNUPN	snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]	0.11404524	
CLIC5	chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517]	0.11388193	
ASH1L	ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]	0.11360658	
CT55	cancer/testis antigen 55 [Source:HGNC Symbol;Acc:HGNC:26047]	0.11348056	
DLG4	discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]	0.11336266	
BTG2	BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]	0.11328414	
CASP14	caspase 14 [Source:HGNC Symbol;Acc:HGNC:1502]	0.11325535	
CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]	0.11324655	
SCO1	SCO cytochrome c oxidase assembly protein 1 [Source:HGNC Symbol;Acc:HGNC:10603]	0.113135464	
AKR1A1	aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]	0.11312463	
GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:33437]	0.1129546	
SUMF1	sulfatase modifying factor 1 [Source:HGNC Symbol;Acc:HGNC:20376]	0.112547874	
FUT8	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	0.112541616	
BRAF	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]	0.11245286	
GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]	0.11242819	
ST13	ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]	0.11232317	
SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]	0.11224294	
SSR1	signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]	0.112225845	
HNRNPF	heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]	0.112158716	
GRHPR	glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570]	0.11214657	
ZNF526	zinc finger protein 526 [Source:HGNC Symbol;Acc:HGNC:29415]	0.111806445	
CD300C	CD300c molecule [Source:HGNC Symbol;Acc:HGNC:19320]	0.11161868	
RNF148	ring finger protein 148 [Source:HGNC Symbol;Acc:HGNC:22411]	0.11158919	
H2AFZ	H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741]	0.111506075	
FAM151A	family with sequence similarity 151 member A [Source:HGNC Symbol;Acc:HGNC:25032]	0.11145666	
ADM2	adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]	0.111370884	
RAB3B	RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]	0.11131654	
ANPEP	alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]	0.11106396	
RAB32	RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]	0.11102618	
MDK	midkine [Source:HGNC Symbol;Acc:HGNC:6972]	0.11093775	
TK1	thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830]	0.11083806	
MMP17	matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]	0.110649966	
CD68	CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]	0.11061002	
YY1	YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]	0.1105219	
MAP2K2	mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]	0.110376865	
UBQLN2	ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]	0.11036742	
IL15RA	interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]	0.11029506	
LGR5	leucine rich repeat containing G protein-coupled receptor 5 [Source:HGNC Symbol;Acc:HGNC:4504]	0.11027061	
HPGD	15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154]	0.11020904	
SERF1A	small EDRK-rich factor 1A [Source:HGNC Symbol;Acc:HGNC:10755]	0.110202834	
VPS26A	VPS26, retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]	0.110138096	
VAV3	vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]	0.11002844	
AKR1B1	aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]	0.109954536	
FASLG	Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936]	0.10985084	
PKM	pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]	0.10982441	
GMPR	guanosine monophosphate reductase [Source:HGNC Symbol;Acc:HGNC:4376]	0.10967448	
FKBP7	FKBP prolyl isomerase 7 [Source:HGNC Symbol;Acc:HGNC:3723]	0.109649464	
GSR	glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]	0.109649025	
MAPK14	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]	0.109618746	
EPDR1	ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]	0.109589145	
NAPA	NSF attachment protein alpha [Source:HGNC Symbol;Acc:HGNC:7641]	0.109469146	
OXSM	3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26063]	0.10942703	
C1RL	complement C1r subcomponent like [Source:HGNC Symbol;Acc:HGNC:21265]	0.109374434	
DHX58	DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]	0.109346606	
NPPA	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]	0.10922005	
VEGFA	vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]	0.10919372	
MANEA	mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072]	0.10891149	
MCTS1	MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]	0.10859269	
AKR7A3	aldo-keto reductase family 7 member A3 [Source:HGNC Symbol;Acc:HGNC:390]	0.10838272	
FGFRL1	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]	0.108352676	
SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]	0.10828201	
INPP5E	inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474]	0.10825425	
GPR26	G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:HGNC:4481]	0.10821623	
MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]	0.10799481	
COL20A1	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]	0.10797915	
DPP7	dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]	0.107943684	
PHPT1	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033]	0.10785284	
SPARC	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]	0.10768396	
EIF5	eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]	0.10767765	
AGER	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	0.107611075	
NDC80	NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]	0.10749476	
SERF2	small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]	0.10741274	
CCL4L2	C-C motif chemokine ligand 4 like 2 [Source:HGNC Symbol;Acc:HGNC:24066]	0.10733136	
BNIP3L	BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]	0.10706973	
CLEC12A	C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]	0.10704608	
DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]	0.107037	
NISCH	nischarin [Source:HGNC Symbol;Acc:HGNC:18006]	0.10702858	
CTRC	chymotrypsin C [Source:HGNC Symbol;Acc:HGNC:2523]	0.10697739	
IL36B	interleukin 36 beta [Source:HGNC Symbol;Acc:HGNC:15564]	0.10674649	
RBM17	RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]	0.10671955	
PDPK1	3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]	0.106634386	
OLFM3	olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990]	0.10643762	
DEFB129	defensin beta 129 [Source:HGNC Symbol;Acc:HGNC:16218]	0.10638676	
MAP1LC3A	microtubule associated protein 1 light chain 3 alpha [Source:HGNC Symbol;Acc:HGNC:6838]	0.106309004	
ARHGEF10	Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103]	0.106303535	
VAMP8	vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647]	0.10629805	
AC010327.1	protein tyrosine phosphatase receptor type H [Source:NCBI gene;Acc:5794]	0.10622542	
TIMP1	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]	0.1061971	
MRAP2	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:21232]	0.10607361	
ZFP91	ZFP91 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:14983]	0.106072195	
ATG4B	autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]	0.10604025	
ING4	inhibitor of growth family member 4 [Source:HGNC Symbol;Acc:HGNC:19423]	0.10603037	
SGTA	small glutamine rich tetratricopeptide repeat containing alpha [Source:HGNC Symbol;Acc:HGNC:10819]	0.10582052	
RNASE1	ribonuclease A family member 1, pancreatic [Source:HGNC Symbol;Acc:HGNC:10044]	0.10566172	
CPB1	carboxypeptidase B1 [Source:HGNC Symbol;Acc:HGNC:2299]	0.10557679	
NFKBIA	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]	0.10550804	
CD300A	CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]	0.10550311	
AC034102.1	RAB5B, member RAS oncogene family [Source:NCBI gene;Acc:5869]	0.10525304	
IFNA14	interferon alpha 14 [Source:HGNC Symbol;Acc:HGNC:5420]	0.105230525	
NT5M	5',3'-nucleotidase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:15769]	0.10515276	
DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]	0.10503335	
GGT1	gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250]	0.104984395	
B3GAT3	beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]	0.10482093	
PCNA	proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]	0.10470121	
SMTN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]	0.10462492	
TOR4A	torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981]	0.10452433	
SMAD1	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	0.104278706	
GLCE	glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]	0.1041671	
TBC1D5	TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]	0.10391655	
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]	0.1038422	
FGL2	fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]	0.10370327	
AL662899.2	novel protein	0.103645496	
PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998]	0.103556454	
EIF4G2	eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]	0.10351546	
TST	thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]	0.103485845	
SUMO2	small ubiquitin like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125]	0.103462815	
GALP	galanin like peptide [Source:HGNC Symbol;Acc:HGNC:24840]	0.103411876	
FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	0.10337018	
HMG20A	high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001]	0.10329628	
EIF4B	eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]	0.103261955	
SNRPA	small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]	0.10320151	
ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]	0.10318178	
UBE2L6	ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490]	0.10317221	
EIF2S1	eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]	0.103168994	
PSME1	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]	0.103167534	
EPO	erythropoietin [Source:HGNC Symbol;Acc:HGNC:3415]	0.10296665	
CALR	calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]	0.10291342	
PSMB9	proteasome subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]	0.10272995	
TPD52L1	TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]	0.10271019	
EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1 [Source:HGNC Symbol;Acc:HGNC:24634]	0.1026904	
APOF	apolipoprotein F [Source:HGNC Symbol;Acc:HGNC:615]	0.10265175	
IFNAR1	interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]	0.102609605	
PCDHGA10	protocadherin gamma subfamily A, 10 [Source:HGNC Symbol;Acc:HGNC:8697]	0.10258431	
PKD2	polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]	0.10256582	
VTI1A	vesicle transport through interaction with t-SNAREs 1A [Source:HGNC Symbol;Acc:HGNC:17792]	0.10240569	
BAD	BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]	0.10239876	
IGSF9B	immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]	0.10234402	
PSIP1	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	0.102050714	
PNKP	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]	0.102042764	
RPRD1A	regulation of nuclear pre-mRNA domain containing 1A [Source:HGNC Symbol;Acc:HGNC:25560]	0.10196504	
ANKRD1	ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]	0.10186279	
COX5A	cytochrome c oxidase subunit 5A [Source:HGNC Symbol;Acc:HGNC:2267]	0.10175765	
CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]	0.10173397	
MAMDC2	MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]	0.10157802	
CAMK2D	calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]	0.10145096	
FSTL1	follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]	0.10110682	
RAB31	RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]	0.101101555	
KLF4	Kruppel like factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]	0.10109454	
TGM3	transglutaminase 3 [Source:HGNC Symbol;Acc:HGNC:11779]	0.10100739	
RABIF	RAB interacting factor [Source:HGNC Symbol;Acc:HGNC:9797]	0.100646	
ILF3	interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]	0.100577086	
NETO2	neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]	0.10055781	
CXCL16	C-X-C motif chemokine ligand 16 [Source:HGNC Symbol;Acc:HGNC:16642]	0.10045388	
CKB	creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]	0.100263014	
JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]	0.100132965	
VAPA	VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]	0.100059934	
NDUFB11	NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372]	0.099846154	
PMP2	peripheral myelin protein 2 [Source:HGNC Symbol;Acc:HGNC:9117]	0.09969811	
IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:5382]	0.099578	
PMM2	phosphomannomutase 2 [Source:HGNC Symbol;Acc:HGNC:9115]	0.09955966	
TCEAL8	transcription elongation factor A like 8 [Source:HGNC Symbol;Acc:HGNC:28683]	0.09936729	
PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]	0.09931076	
FGF18	fibroblast growth factor 18 [Source:HGNC Symbol;Acc:HGNC:3674]	0.099229865	
RPL30	ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]	0.09914403	
POGLUT1	protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22954]	0.09912311	
HIBCH	3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:HGNC:4908]	0.09871089	
S100A9	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]	0.09868364	
THBS2	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]	0.09862354	
LAIR2	leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]	0.098611526	
PDK1	pyruvate dehydrogenase kinase 1 [Source:HGNC Symbol;Acc:HGNC:8809]	0.098579384	
S100A12	S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:HGNC:10489]	0.09843229	
CXCL10	C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]	0.098376974	
PRSS27	serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]	0.09833553	
LRP1B	LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]	0.098206215	
GMFB	glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]	0.09814062	
NAE1	NEDD8 activating enzyme E1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:621]	0.098131575	
MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]	0.09811743	
POFUT1	protein O-fucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14988]	0.09802663	
ARAF	A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]	0.09794196	
PDAP1	PDGFA associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14634]	0.09788704	
STX4	syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]	0.09774891	
ZNF275	zinc finger protein 275 [Source:HGNC Symbol;Acc:HGNC:13069]	0.09766924	
STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]	0.097537525	
SFTA2	surfactant associated 2 [Source:HGNC Symbol;Acc:HGNC:18386]	0.09747231	
CD83	CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]	0.097230695	
RBM46	RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]	0.09716978	
NT5DC3	5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]	0.09700825	
PRND	prion like protein doppel [Source:HGNC Symbol;Acc:HGNC:15748]	0.0969584	
SLC14A1	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	0.096849866	
SGK3	serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]	0.09683253	
CREB3L1	cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]	0.09678205	
CUTC	cutC copper transporter [Source:HGNC Symbol;Acc:HGNC:24271]	0.09673125	
AC093512.2	uncharaterized LOC112694756 [Source:NCBI gene;Acc:112694756]	0.09669065	
GSK3A	glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]	0.096681386	
BRD2	bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]	0.09664875	
DENR	density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]	0.09640222	
DLG3	discs large MAGUK scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:2902]	0.096339904	
FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	0.09614952	
HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]	0.09611773	
ZNF329	zinc finger protein 329 [Source:HGNC Symbol;Acc:HGNC:14209]	0.09607028	
RBBP4	RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]	0.096025445	
PDCD4	programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763]	0.09593903	
HNRNPDL	heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]	0.09590713	
HABP4	hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062]	0.09589387	
PABPN1	poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]	0.095883094	
STMN4	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]	0.09587572	
SOD3	superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]	0.09580353	
CABLES2	Cdk5 and Abl enzyme substrate 2 [Source:HGNC Symbol;Acc:HGNC:16143]	0.09570364	
PLSCR3	phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495]	0.0956675	
RDX	radixin [Source:HGNC Symbol;Acc:HGNC:9944]	0.095653355	
LBP	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]	0.09540035	
CFI	complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]	0.095377184	
PSAP	prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]	0.09516508	
S100A5	S100 calcium binding protein A5 [Source:HGNC Symbol;Acc:HGNC:10495]	0.09511805	
DUSP6	dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]	0.09510833	
SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	0.095039405	
PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]	0.095034376	
SNRPD2	small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159]	0.09500956	
CASP3	caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]	0.09497373	
PDGFB	platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]	0.09495768	
CLINT1	clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186]	0.09495528	
ASGR1	asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742]	0.094882786	
SCT	secretin [Source:HGNC Symbol;Acc:HGNC:10607]	0.094777666	
TMEM230	transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]	0.09468873	
EHD4	EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]	0.094629094	
NR4A1	nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	0.09457273	
GRK2	G protein-coupled receptor kinase 2 [Source:HGNC Symbol;Acc:HGNC:289]	0.09446628	
ATP5PF	ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]	0.09445405	
TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]	0.09440644	
RUFY1	RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]	0.09427936	
FCN1	ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]	0.09425678	
C14orf180	chromosome 14 open reading frame 180 [Source:HGNC Symbol;Acc:HGNC:33795]	0.09416464	
GM2A	GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]	0.09410307	
RNF8	ring finger protein 8 [Source:HGNC Symbol;Acc:HGNC:10071]	0.0939625	
ERAP2	endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:29499]	0.09392542	
GCLM	glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]	0.09388823	
LTA	lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709]	0.09371641	
CHP1	calcineurin like EF-hand protein 1 [Source:HGNC Symbol;Acc:HGNC:17433]	0.093677714	
IL6R	interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]	0.09365675	
FABP12	fatty acid binding protein 12 [Source:HGNC Symbol;Acc:HGNC:34524]	0.09364953	
MFAP3L	microfibril associated protein 3 like [Source:HGNC Symbol;Acc:HGNC:29083]	0.093436375	
SMC3	structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]	0.09343207	
